Year,LocationAbbr,LocationDesc,DataSource,Topic,Subtopic,ShortQuestionText,Greater_Risk_Question,Description,Data_Value_Symbol,Data_Value_Type,Greater_Risk_Data_Value,Greater_Risk_Data_Value_Footnote_Symbol,Greater_Risk_Data_Value_Footnote,Greater_Risk_Low_Confidence_Limit,Greater_Risk_High_Confidence_Limit,Lesser_Risk_Question,Lesser_Risk_Data_Value,Lesser_Risk_Data_Value_Footnote_Symbol,Lesser_Risk_Data_Value_Footnote,Lesser_Risk_High_Confidence_Limit,Lesser_Risk_Low_Confidence_Limit,Sample_Size,Sex,Age,GeoLocation,TopicID,SubtopicID,QuestionCode,LocationId,StratID1,StratID2,StratID3,StratificationType
2011,PIB,Philippines (Visayas),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,22.9757,,,15.3169,32.9729,N/A,77.0243,,,84.6831,67.0271,169,Female,13,,C05,C44,QNFF2G,NULL,S7,A2,PIB,Western Pacific
2011,YSB,Malaysia - B,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,44.2023,,,28.6975,60.9261,Did not eat food from a fast food restaurant,55.7977,,,71.3025,39.0739,223,Female,15,,C05,C44,G10,NULL,S7,A4,YSB,Western Pacific
2009,GTC,Guatemala (Capital City Oficial),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,12.6161,,,7.897,19.5564,N/A,87.3839,,,92.103,80.4436,220,Male,13,,C05,C44,QNFF3G,NULL,S8,A2,GTC,Americas
2014,TZ,Tanzania,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,33.9545,,,25.7335,43.2714,Did not eat food from a fast food restaurant,66.0455,,,74.2665,56.7286,375,Male,15,,C05,C44,G10,NULL,S8,A4,TZ,African
2014,BD,Bangladesh,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,41.0533,,,34.6374,47.7887,N/A,58.9467,,,65.3626,52.2113,1165,Male,13-17,,C05,C44,QNFF2G,NULL,S8,A8,BD,South-East Asia
2012,AGW,Argentina Tierra del Fuego,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,17.5913,,,12.4603,24.25,N/A,82.4087,,,87.5397,75.75,173,Total,14,,C05,C44,QNFF2G,NULL,S1,A3,AGW,Americas
2012,UYA,Uruguay (Rest of Country),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,23.0375,,,19.6903,26.7642,N/A,76.9625,,,80.3097,73.2358,318,Female,14,,C05,C44,QNFF2G,NULL,S7,A3,UYA,Americas
2011,YSM,Malaysia - M,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,19.0932,,,12.5831,27.8964,N/A,80.9068,,,87.4169,72.1036,186,Female,14,,C05,C44,QNFF2G,NULL,S7,A3,YSM,Western Pacific
2015,PIB,Philippines (Visayas),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,5.1238,,,3.8268,6.8293,N/A,94.8762,,,96.1732,93.1707,3073,Total,Total,,C05,C44,QNFF3G,NULL,S1,A1,PIB,Western Pacific
2009,BJ,Benin,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,24.9569,,,17.1153,34.8793,N/A,75.0431,,,82.8847,65.1207,221,Female,15,,C05,C44,QNFF2G,NULL,S7,A4,BJ,African
2010,PE,Peru,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,9.4632,,,7.5989,11.727,N/A,90.5368,,,92.4011,88.273,848,Total,14,,C05,C44,QNFF3G,NULL,S1,A3,PE,Americas
2010,MR,Morocco,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,15.04,,,12.3506,18.1935,N/A,84.96,,,87.6494,81.8065,2910,Total,Total,,C05,C44,QNFF3G,NULL,S1,A1,MR,Eastern Mediterranean
2015,KW,Kuwait,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,22.6852,,,17.545,28.8052,N/A,77.3148,,,82.455,71.1948,433,Female,14,,C05,C44,QNFF3G,NULL,S7,A3,KW,Eastern Mediterranean
2013,MG,Mongolia,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,55.4401,,,49.6107,61.1236,Did not eat food from a fast food restaurant,44.5599,,,50.3893,38.8764,2115,Male,13-17,,C05,C44,G10,NULL,S8,A8,MG,Western Pacific
2014,BU,Brunei Darussalam,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,31.9913,,,28.9873,35.1525,N/A,68.0087,,,71.0127,64.8475,1203,Male,Total,,C05,C44,QNFF2G,NULL,S8,A1,BU,Western Pacific
2011,YSC,Malaysia - C,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,5.8362,,,1.3976,21.3227,N/A,94.1638,,,98.6024,78.6773,181,Male,15,,C05,C44,QNFF3G,NULL,S8,A4,YSC,Western Pacific
2011,YSL,Malaysia - L,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,52.2226,,,41.8137,62.4419,Did not eat food from a fast food restaurant,47.7774,,,58.1863,37.5581,228,Male,14,,C05,C44,G10,NULL,S8,A3,YSL,Western Pacific
2015,LS,Republic of Laos,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,17.0997,,,13.4972,21.4257,N/A,82.9003,,,86.5028,78.5743,977,Total,15,,C05,C44,QNFF2G,NULL,S1,A4,LS,Western Pacific
2015,PIB,Philippines (Visayas),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,37.4759,,,32.1678,43.1033,Did not eat food from a fast food restaurant,62.5241,,,67.8322,56.8967,3073,Total,Total,,C05,C44,G10,NULL,S1,A1,PIB,Western Pacific
2012,BLC,Bolivia Valley,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,18.9239,,,14.5944,24.1742,N/A,81.0761,,,85.4056,75.8258,322,Total,14,,C05,C44,QNFF3G,NULL,S1,A3,BLC,Americas
2015,TH,Thailand,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,58.1047,,,53.7539,62.333,N/A,41.8953,,,46.2461,37.667,989,Total,15,,C05,C44,QNFF3G,NULL,S1,A4,TH,South-East Asia
2011,YSN,Malaysia - N,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,55.2914,,,48.3829,62.0015,Did not eat food from a fast food restaurant,44.7086,,,51.6171,37.9985,571,Female,13-15,,C05,C44,G10,NULL,S7,A7,YSN,Western Pacific
2011,YSM,Malaysia - M,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,6.225,,,4.5494,8.463,N/A,93.775,,,95.4506,91.537,320,Total,13,,C05,C44,QNFF3G,NULL,S1,A2,YSM,Western Pacific
2015,PID,Philippines (Davao City),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,22.0286,,,17.946,26.7375,N/A,77.9714,,,82.054,73.2625,2638,Total,13-17,,C05,C44,QNFF2G,NULL,S1,A8,PID,Western Pacific
2014,AF,Afghanistan,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,23.6665,,,17.8363,30.6906,N/A,76.3335,,,82.1637,69.3094,195,Male,14,,C05,C44,QNFF3G,NULL,S8,A3,AF,Eastern Mediterranean
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,16.0883,,,13.7095,18.7899,N/A,83.9117,,,86.2905,81.2101,700,Total,Total,,C05,C44,QNFF3G,NULL,S1,A1,CS,Western Pacific
2011,YSO,Malaysia - O,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,6.0065,,,4.5505,7.8897,N/A,93.9935,,,95.4495,92.1103,1178,Total,13-15,,C05,C44,QNFF3G,NULL,S1,A7,YSO,Western Pacific
2013,KHA,Cambodia Urban,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,4.5817,,,3.6036,5.8093,N/A,95.4183,,,96.3964,94.1907,1860,Total,Total,,C05,C44,QNFF3G,NULL,S1,A1,KHA,Western Pacific
2015,PI,Philippines,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,10.3693,,,7.1626,14.783,N/A,89.6307,,,92.8374,85.217,1096,Female,14,,C05,C44,QNFF3G,NULL,S7,A3,PI,Western Pacific
2011,YSE,Malaysia - E,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,13.0974,,,9.2301,18.2592,N/A,86.9026,,,90.7699,81.7408,384,Total,13,,C05,C44,QNFF2G,NULL,S1,A2,YSE,Western Pacific
2011,YSN,Malaysia - N,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,13.2593,,,9.3497,18.4705,N/A,86.7407,,,90.6503,81.5295,153,Female,13,,C05,C44,QNFF2G,NULL,S7,A2,YSN,Western Pacific
2012,AGE,Argentina Cuidad de Buenos Aires,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,6.9322,,,3.9036,12.0169,N/A,93.0678,,,96.0964,87.9831,395,Female,13-15,,C05,C44,QNFF3G,NULL,S7,A7,AGE,Americas
2012,UY,Uruguay,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,17.7995,,,13.5965,22.9566,N/A,82.2005,,,86.4035,77.0434,383,Female,13,,C05,C44,QNFF2G,NULL,S7,A2,UY,Americas
2013,MG,Mongolia,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,54.8787,,,47.0129,62.508,Did not eat food from a fast food restaurant,45.1213,,,52.9871,37.492,544,Female,15,,C05,C44,G10,NULL,S7,A4,MG,Western Pacific
2011,YSO,Malaysia - O,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,54.6834,,,49.3915,59.8715,Did not eat food from a fast food restaurant,45.3166,,,50.6085,40.1285,362,Total,13,,C05,C44,G10,NULL,S1,A2,YSO,Western Pacific
2009,BJ,Benin,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,,,,,,N/A,,,,,,45,Female,13,,C05,C44,QNFF3G,NULL,S7,A2,BJ,African
2012,GHD,Ghana Senior High,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,24.5817,,,20.2065,29.5533,N/A,75.4183,,,79.7935,70.4467,907,Female,Total,,C05,C44,QNFF3G,NULL,S7,A1,GHD,African
2009,GTC,Guatemala (Capital City Oficial),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,27.3578,,,23.5582,31.5175,N/A,72.6422,,,76.4418,68.4825,1016,Female,13-15,,C05,C44,QNFF2G,NULL,S7,A7,GTC,Americas
2015,WF,Wallis and Futuna,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,,,,,,N/A,,,,,,91,Female,13,,C05,C44,QNFF3G,NULL,S7,A2,WF,Western Pacific
2010,MG,Mongolia,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,16.1802,,,13.5155,19.2534,N/A,83.8198,,,86.4845,80.7466,1362,Male,13-15,,C05,C44,QNFF3G,NULL,S8,A7,MG,Western Pacific
2013,KHA,Cambodia Urban,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,10.3154,,,7.9075,13.3501,N/A,89.6846,,,92.0925,86.6499,628,Male,13-17,,C05,C44,QNFF2G,NULL,S8,A8,KHA,Western Pacific
2012,HN,Honduras,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,10.5637,,,6.0756,17.741,N/A,89.4363,,,93.9244,82.259,223,Male,14,,C05,C44,QNFF3G,NULL,S8,A3,HN,Americas
2013,ES,El Salvador,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,59.1624,,,54.2277,63.9192,Did not eat food from a fast food restaurant,40.8376,,,45.7723,36.0808,865,Female,Total,,C05,C44,G10,NULL,S7,A1,ES,Americas
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,70.5074,,,60.022,79.1959,Did not eat food from a fast food restaurant,29.4926,,,39.978,20.8041,79,Male,14,,C05,C44,G10,NULL,S8,A3,CS,Western Pacific
2015,PIC,Philippines (Mindanao),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,9.0437,,,6.6517,12.1835,N/A,90.9563,,,93.3483,87.8165,202,Male,13,,C05,C44,QNFF3G,NULL,S8,A2,PIC,Western Pacific
2015,THA,Thailand (Public),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,50.6522,,,44.3972,56.8867,N/A,49.3478,,,55.6028,43.1133,491,Total,13,,C05,C44,QNFF3G,NULL,S1,A2,THA,South-East Asia
2013,KH,Cambodia,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,8.09,,,4.9739,12.8936,N/A,91.91,,,95.0261,87.1064,776,Male,13-15,,C05,C44,QNFF2G,NULL,S8,A7,KH,Western Pacific
2014,MVB,Maldives (Atolls),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,5.6192,,,2.8082,10.9276,N/A,94.3808,,,97.1918,89.0724,191,Female,16,,C05,C44,QNFF3G,NULL,S7,A5,MVB,South-East Asia
2015,PIC,Philippines (Mindanao),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,12.5383,,,7.5318,20.1475,N/A,87.4617,,,92.4682,79.8525,1525,Female,Total,,C05,C44,QNFF2G,NULL,S7,A1,PIC,Western Pacific
2010,OM,Oman,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,42.4383,,,34.3452,50.9583,N/A,57.5617,,,65.6548,49.0417,392,Male,13-15,,C05,C44,QNFF2G,NULL,S8,A7,OM,Eastern Mediterranean
2011,EG,Egypt,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,46.7869,,,27.8102,66.7409,Did not eat food from a fast food restaurant,53.2131,,,72.1898,33.2591,234,Male,15,,C05,C44,G10,NULL,S8,A4,EG,Eastern Mediterranean
2015,TL,Timor Leste,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,27.3869,,,21.2745,34.4861,N/A,72.6131,,,78.7255,65.5139,300,Female,14,,C05,C44,QNFF2G,NULL,S7,A3,TL,South-East Asia
2015,THA,Thailand (Public),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,78.1893,,,73.8786,81.9623,Did not eat food from a fast food restaurant,21.8107,,,26.1214,18.0377,574,Total,14,,C05,C44,G10,NULL,S1,A3,THA,South-East Asia
2010,GY,Guyana,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,30.692,,,25.9434,35.8884,N/A,69.308,,,74.0566,64.1116,1067,Female,13-15,,C05,C44,QNFF2G,NULL,S7,A7,GY,Americas
2012,IQ,Iraq,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,23.4835,,,17.205,31.19,N/A,76.5165,,,82.795,68.81,226,Female,14,,C05,C44,QNFF2G,NULL,S7,A3,IQ,Eastern Mediterranean
2015,PI,Philippines,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,6.1966,,,3.9561,9.5793,N/A,93.8034,,,96.0439,90.4207,877,Female,16,,C05,C44,QNFF3G,NULL,S7,A5,PI,Western Pacific
2013,SZ,Swaziland,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,16.1703,,,10.616,23.8549,N/A,83.8297,,,89.384,76.1451,199,Male,15,,C05,C44,QNFF2G,NULL,S8,A4,SZ,African
2011,YS,Malaysia,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,5.3838,,,4.7072,6.1513,N/A,94.6162,,,95.2928,93.8487,7834,Female,13-15,,C05,C44,QNFF3G,NULL,S7,A7,YS,Western Pacific
2015,PIE,Philippines (Malita),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,14.2166,,,9.6155,20.5195,N/A,85.7834,,,90.3845,79.4805,181,Total,16,,C05,C44,QNFF2G,NULL,S1,A5,PIE,Western Pacific
2015,PIB,Philippines (Visayas),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,5.2608,,,3.6932,7.4426,N/A,94.7392,,,96.3068,92.5574,672,Total,15,,C05,C44,QNFF3G,NULL,S1,A4,PIB,Western Pacific
2010,MGA,Mongolia Rural,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,14.5074,,,11.2435,18.521,N/A,85.4926,,,88.7565,81.479,1605,Total,13-15,,C05,C44,QNFF2G,NULL,S1,A7,MGA,Western Pacific
2012,GHH,Ghana Junior High,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,29.2601,,,22.4335,37.1686,N/A,70.7399,,,77.5665,62.8314,477,Male,13-15,,C05,C44,QNFF3G,NULL,S8,A7,GHH,African
2015,THB,Thailand (Private),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,46.4664,,,40.501,52.5348,N/A,53.5336,,,59.499,47.4652,924,Male,13-15,,C05,C44,QNFF3G,NULL,S8,A7,THB,South-East Asia
2012,UYA,Uruguay (Rest of Country),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,47.2731,,,41.5177,53.1018,Did not eat food from a fast food restaurant,52.7269,,,58.4823,46.8982,318,Female,14,,C05,C44,G10,NULL,S7,A3,UYA,Americas
2014,BU,Brunei Darussalam,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,72.8904,,,66.2637,78.635,Did not eat food from a fast food restaurant,27.1096,,,33.7363,21.365,233,Male,16,,C05,C44,G10,NULL,S8,A5,BU,Western Pacific
